iter	Passed	Remaining
116	6104019	46067085
117	6146241	45940553
118	6188357	45814649
119	6230830	45692757
120	6272736	45568060
121	6314868	45446345
122	6356709	45323854
123	6398765	45204185
124	6441069	45087489
125	6482767	44967770
126	6525110	44853710
127	6567006	44737734
128	6608854	44622574
129	6650881	44509747
130	6693023	44398757
131	6734981	44287607
132	6776943	44177515
133	6819065	44069484
134	6860976	43961074
135	6903080	43854866
136	6945071	43748882
137	6987374	43645773
138	7029348	43541501
139	7071730	43440629
140	7113603	43337485
141	7155572	43235782
142	7197464	43134455
143	7239337	43033841
144	7281604	42936356
145	7323561	42837818
146	7365718	42741210
147	7407616	42643847
148	7449652	42548015
149	7491462	42451623
150	7533443	42356908
151	7575366	42262571
152	7617205	42168452
153	7659154	42075617
154	7700932	41982505
155	7742741	41890214
156	7784900	41800451
157	7827180	41711934
158	7869491	41624166
159	7911640	41536113
160	7953568	41447476
161	7995746	41360714
162	8037476	41272197
163	8079511	41185802
164	8121526	41099843
165	8163582	41014626
166	8205889	40931174
167	8247811	40846302
168	8289706	40761813
169	8331831	40678940
170	8373671	40595167
171	8415493	40511796
172	8457489	40429735
173	8499443	40347931
174	8541491	40267029
175	8583355	40185711
176	8625536	40106307
177	8667447	40026079
178	8709332	39946154
179	8752489	39872453
180	8794336	39793159
181	8836869	39717359
182	8879691	39643213
183	8922790	39570637
184	8964722	39493237
185	9007009	39417774
186	9048604	39339655
187	9090425	39262900
188	9132011	39185508
189	9173751	39109152
190	9215306	39032371
191	9256943	38956304
192	9298475	38880155
193	9340090	38804706
194	9381643	38729347
195	9423328	38654876
196	9464854	38580093
197	9506501	38506133
198	9548232	38432833
199	9589830	38359320
200	9631327	38285726
201	9672887	38212696
202	9714630	38140693
203	9756328	38068811
204	9798412	37998721
205	9840077	37927289
206	9881698	37855975
207	9923467	37785512
208	9965157	37715021
209	10006849	37644813
210	10048581	37575028
211	10090091	37504678
212	10131752	37435161
213	10173305	37365506
214	10215067	37296876
215	10256642	37227812
216	10298191	37158913
217	10339885	37090780
218	10381641	37023113
219	10423245	36955144
220	10464784	36887183
221	10506336	36819503
222	10548086	36752749
223	10589664	36685624
224	10631337	36619050
225	10673064	36552883
226	10714927	36487395
227	10756596	36421459
228	10798299	36355846
229	10839843	36289909
230	10881618	36224954
231	10923243	36159702
232	10964771	36094334
233	11006462	36029700
234	11048217	35965474
235	11090134	35901962
236	11131774	35837738
237	11173493	35773957
238	11215124	35710082
239	11256701	35646221
240	11298233	35582404
241	11340031	35519601
242	11382309	35458469
243	11423944	35395501
244	11465559	35332641
245	11507530	35271050
246	11549158	35208567
247	11591063	35147095
248	11632720	35085032
249	11674301	35022903
250	11715853	34960855
251	11757469	34899155
252	11799071	34837575
253	11840705	34776244
254	11882904	34716720
255	11936416	34690209
256	11988152	34658355
257	12030448	34599197
258	12072445	34539313
259	12114147	34478726
260	12155746	34417993
261	12197558	34358009
262	12239216	34297729
263	12280892	34237638
264	12322570	34177695
265	12365396	34121055
266	12406988	34061133
267	12449005	34002508
268	12492164	33947108
269	12534328	33889109
270	12576300	33830713
271	12618047	33771832
272	12659672	33712755
273	12701301	33653813
274	12742942	33595029
275	12784580	33536363
276	12826301	33478035
277	12867915	33419549
278	12909526	33361179
279	12951207	33303106
280	12993000	33245434
281	13034720	33187691
282	13076549	33130339
283	13118271	33072824
284	13159868	33015108
285	13201398	32957338
286	13243189	32900328
287	13284672	32842661
288	13326179	32785167
289	13367592	32727555
290	13409365	32670927
291	13450861	32613732
292	13492356	32556642
293	13533771	32499465
294	13575200	32442427
295	13616713	32385696
296	13658400	32329481
297	13699940	32273013
298	13741552	32216817
299	13783074	32160507
300	13824609	32104324
301	13866425	32048890
302	13908207	31993466
303	13949708	31937489
304	13991318	31881857
305	14032880	31826206
306	14074407	31770568
307	14115913	31714973
308	14157315	31659238
309	14198864	31603924
310	14240883	31549738
311	14282577	31494913
312	14324052	31439692
313	14366104	31385820
314	14407623	31330864
315	14449431	31276618
316	14491251	31222476
317	14532833	31167900
318	14574363	31113297
319	14615897	31058782
320	14657631	31004771
321	14699391	30950892
322	14740925	30896613
323	14782592	30842693
324	14824271	30788871
325	14865719	30734646
326	14907375	30680928
327	14948842	30626897
328	14990449	30573226
329	15032026	30519569
330	15073849	30466481
331	15115621	30413357
332	15157169	30359856
333	15198833	30306656
334	15240620	30253769
335	15282190	30200518
336	15323676	30147172
337	15365315	30094197
338	15406804	30040996
339	15448300	29987878
340	15489891	29935010
341	15531605	29882444
342	15573138	29829598
343	15614696	29776862
344	15656419	29724506
345	15697984	29671912
346	15739497	29619285
347	15780992	29566686
348	15822591	29514347
349	15864121	29461940
350	15905603	29409506
351	15948409	29359571
352	15991187	29309627
353	16032777	29257554
354	16074285	29205391
355	16115957	29153585
356	16157793	29102132
357	16199441	29050395
358	16241075	28998689
359	16282657	28946946
360	16324208	28895205
361	16365768	28843536
362	16407352	28791965
363	16448949	28740472
364	16490493	28688940
365	16532052	28637490
366	16573593	28586061
367	16615091	28534613
368	16656652	28483326
369	16698240	28432139
370	16739777	28380916
371	16781353	28329812
372	16822941	28278778
373	16864550	28227831
374	16906029	28176715
375	16947617	28125833
376	16989165	28074933
377	17030724	28024101
378	17072536	27973734
379	17114056	27922934
380	17155643	27872292
381	17197209	27821663
382	17238889	27771265
383	17280403	27720647
384	17322016	27670234
385	17363651	27619901
386	17405188	27569458
387	17446690	27519007
388	17488223	27468648
389	17529773	27418364
390	17571330	27368133
391	17613067	27318226
392	17654632	27268096
393	17696106	27217870
394	17737615	27167739
395	17779196	27117764
396	17820717	27067739
397	17862466	27018102
398	17904121	26968363
399	17945788	26918682
400	17987642	26869321
401	18029313	26819725
402	18071209	26770501
403	18112954	26721091
404	18154579	26671542
405	18196166	26621977
406	18237771	26572478
407	18279360	26522993
408	18320866	26473428
409	18362436	26423993
410	18404058	26374672
411	18445561	26325218
412	18487164	26275945
413	18528671	26226574
414	18570236	26177321
415	18611739	26128018
416	18653334	26078882
417	18694883	26029718
418	18736386	25980526
419	18777841	25931304
420	18819401	25882264
421	18860904	25833181
422	18902559	25784342
423	18944164	25735468
424	18985621	25686429
425	19027105	25637461
426	19068577	25588512
427	19110189	25539785
428	19151760	25491037
429	19193241	25442203
430	19234763	25393458
431	19276267	25344722
432	19317748	25295989
433	19359204	25247257
434	19400731	25198650
435	19442204	25150007
436	19483727	25101461
437	19526458	25054496
438	19569110	25007451
439	19610698	24959070
440	19652578	24911091
441	19694167	24862772
442	19735611	24814301
443	19777247	24766102
444	19819234	24718370
445	19861001	24670391
446	19902500	24622108
447	19944097	24573977
448	19985666	24525839
449	20027264	24477767
450	20068818	24429670
451	20110392	24381626
452	20151892	24333521
453	20193442	24285505
454	20234973	24237496
455	20276480	24189485
456	20318061	24141591
457	20359645	24093728
458	20401202	24045861
459	20442930	23998222
460	20484490	23950412
461	20525993	23902563
462	20567599	23854861
463	20609121	23807088
464	20650730	23759442
465	20692190	23711651
466	20734033	23664325
467	20775557	23616659
468	20817078	23569016
469	20858622	23521425
470	20900224	23473924
471	20941765	23426381
472	20983399	23378967
473	21024914	23331444
474	21066549	23284080
475	21108141	23236693
476	21149689	23189282
477	21191185	23141838
478	21232878	23094634
479	21274424	23047293
480	21315955	22999959
481	21357607	22952781
482	21399122	22905478
483	21440639	22858202
484	21482470	22811282
485	21524012	22764079
486	21565560	22716904
487	21607159	22669807
488	21649107	22623095
489	21690910	22576254
490	21732406	22529114
491	21773920	22482015
492	21815533	22435041
493	21857009	22387948
494	21898495	22340889
495	21940022	22293893
496	21981577	22246948
497	22023147	22200040
498	22064680	22153116
499	22106324	22106324
500	22147785	22059370
501	22189363	22012556
502	22230932	21965752
503	22272594	21919061
504	22314290	21872423
505	22355794	21825617
506	22397379	21778911
507	22438953	21732214
508	22480461	21685474
509	22521950	21638736
510	22563698	21592267
511	22605203	21545584
512	22646811	21499020
513	22688297	21452358
514	22729804	21405738
515	22771430	21359248
516	22813040	21312763
517	22854490	21266147
518	22895989	21219597
519	22937562	21173134
520	22979033	21126597
521	23020599	21080165
522	23062055	21033652
523	23103510	20987158
524	23145002	20940716
525	23188662	20896247
526	23230282	20849950
527	23271880	20803650
528	23313499	20757387
529	23355130	20711153
530	23396634	20664824
531	23438323	20618675
532	23480197	20572706
533	23521705	20526432
534	23563213	20480175
535	23604704	20433923
536	23646149	20387648
537	23687697	20341479
538	23729267	20295347
539	23770825	20249221
540	23812332	20203069
541	23853883	20156971
542	23895401	20110862
543	23936855	20064717
544	23978357	20018629
545	24019803	19972510
546	24061345	19926488
547	24102809	19880419
548	24144328	19834412
549	24185837	19788412
550	24227387	19742462
551	24268854	19696461
552	24310216	19650392
553	24351841	19604551
554	24393461	19558720
555	24435070	19512898
556	24476534	19466974
557	24518097	19421145
558	24559543	19375238
559	24601126	19329456
560	24642623	19283621
561	24684300	19237942
562	24725821	19192156
563	24767258	19146320
564	24808718	19100517
565	24850478	19054960
566	24891972	19009213
567	24933491	18963500
568	24974964	18917767
569	25016408	18872027
570	25058050	18826450
571	25099752	18780933
572	25141293	18735309
573	25182734	18689625
574	25224231	18643997
575	25265975	18598564
576	25307743	18553163
577	25349216	18507559
578	25390657	18461946
579	25432130	18416370
580	25473682	18370866
581	25515170	18325328
582	25556606	18279768
583	25598090	18234256
584	25639620	18188790
585	25680968	18143209
586	25722407	18097707
587	25763860	18052228
588	25805407	18006829
589	25846870	17961384
590	25888440	17916027
591	25930031	17870697
592	25971890	17825563
593	26013443	17780232
594	26055049	17734949
595	26096525	17689591
596	26138050	17644278
597	26179456	17598898
598	26221172	17553739
599	26262678	17508452
600	26304206	17463192
601	26345672	17417903
602	26387181	17372654
603	26428743	17327454
604	26470233	17282218
605	26511659	17236953
606	26553734	17192121
607	26595387	17147026
608	26636882	17101840
609	26678321	17056631
610	26719818	17011472
611	26762167	16966864
612	26804867	16922485
613	26846360	16877353
614	26887955	16832297
615	26929530	16787239
616	26971045	16742156
617	27012755	16697205
618	27054215	16652110
619	27096177	16607334
620	27137693	16562295
621	27179256	16517297
622	27220931	16472377
623	27262402	16427345
624	27303871	16382322
625	27345391	16337342
626	27386953	16292398
627	27428518	16247466
628	27470037	16202518
629	27511530	16157565
630	27553049	16112639
631	27594458	16067659
632	27636005	16022771
633	27677540	15977886
634	27718975	15932954
635	27760509	15888090
636	27801979	15843200
637	27843439	15798315
638	27884967	15753479
639	27926305	15708546
640	27967826	15663727
641	28009582	15619050
642	28051177	15574292
643	28092598	15529449
644	28134083	15484650
645	28175635	15439899
646	28217158	15395141
647	28258636	15350370
648	28300142	15305623
649	28341778	15260957
650	28383313	15216246
651	28424856	15171549
652	28466403	15126863
653	28508167	15082302
654	28549712	15037634
655	28591227	14992960
656	28632925	14948391
657	28674388	14903709
658	28716340	14859289
659	28757821	14814635
660	28799325	14770001
661	28840830	14725378
662	28882503	14680850
663	28924193	14636338
664	28965681	14591734
665	29007209	14547159
666	29048716	14502582
667	29090209	14458008
668	29131695	14413439
669	29173197	14368888
670	29214624	14324309
671	29256004	14279716
672	29297449	14235165
673	29338860	14190606
674	29380364	14146101
675	29421858	14101600
676	29463356	14057110
677	29504861	14012633
678	29546306	13968136
679	29587824	13923682
680	29629393	13879260
681	29670807	13834775
682	29712311	13790340
683	29753800	13745907
684	29795221	13701452
685	29836913	13657129
686	29878432	13612735
687	29919992	13568368
688	29961490	13523981
689	30003002	13479609
690	30044531	13435253
691	30086198	13390966
692	30127689	13346609
693	30169183	13302262
694	30210735	13257948
695	30252224	13213615
696	30293691	13169280
697	30335215	13124978
698	30377750	13081119
699	30426756	13040038
700	30471705	12997203
701	30521389	12956373
702	30567090	12913834
703	30613528	12871597
704	30664664	12831313
705	30713875	12790197
706	30761997	12748606
707	30810605	12707198
708	30859247	12665784
709	30907016	12623992
710	30955751	12582576
711	31004902	12541308
712	31053211	12499679
713	31102024	12458233
714	31150477	12416623
715	31199306	12375143
716	31254586	12336189
717	31302809	12294418
718	31352468	12253190
719	31400942	12211477
720	31448693	12169466
721	31504223	12130434
722	31558723	12090963
723	31603764	12047844
724	31647786	12004332
725	31691795	11960815
726	31738051	11918140
727	31786881	11876417
728	31836206	11834858
729	31885251	11793175
730	31934551	11751565
731	31983355	11709752
732	32031213	11667577
733	32077011	11624638
734	32125407	11582630
735	32172280	11540057
736	32219192	11497486
737	32266363	11454996
738	32314276	11412755
739	32360268	11369824
740	32404930	11326419
741	32452349	11283970
742	32497511	11240727
743	32547823	11199251
744	32594321	11156445
745	32640952	11113675
746	32686088	11070388
747	32732349	11027475
748	32779150	10984735
